('Epochs; batch_size; layer1; layer2; func1; func2; func_out', accuracy)
('10; 500; 64; 48; sigmoid; softmax; sigmoid', 0.22031188)
('10; 500; 64; 48; softmax; softmax; sigmoid', 0.22031188)
('10; 500; 64; 48; relu; softmax; sigmoid', 0.22031188)
('10; 750; 64; 48; sigmoid; softmax; sigmoid', 0.22031188)
('10; 750; 64; 48; softmax; sigmoid; sigmoid', 0.22031188)
('10; 750; 64; 48; softmax; softmax; sigmoid', 0.22031188)
('10; 750; 64; 48; relu; softmax; sigmoid', 0.22031188)
('10; 750; 64; 48; relu; softmax; softmax', 0.22031188)
('10; 1000; 64; 48; sigmoid; softmax; softmax', 0.22031188)
('10; 1000; 64; 48; softmax; sigmoid; sigmoid', 0.22031188)
('10; 1000; 64; 48; softmax; softmax; softmax', 0.22031188)
('10; 1000; 64; 48; softmax; relu; sigmoid', 0.22031188)
('10; 1000; 64; 48; relu; softmax; softmax', 0.22031188)
('10; 1000; 64; 48; relu; softmax; relu', 0.22031188)
('20; 250; 64; 48; relu; softmax; sigmoid', 0.22031188)
('20; 500; 64; 48; softmax; softmax; softmax', 0.22031188)
('20; 500; 64; 48; relu; softmax; sigmoid', 0.22031188)
('20; 500; 64; 48; relu; softmax; softmax', 0.22031188)
('20; 750; 64; 48; sigmoid; softmax; sigmoid', 0.22031188)
('20; 750; 64; 48; softmax; softmax; sigmoid', 0.22031188)
('20; 750; 64; 48; softmax; softmax; softmax', 0.22031188)
('20; 1000; 64; 48; sigmoid; softmax; sigmoid', 0.22031188)
('20; 1000; 64; 48; softmax; sigmoid; sigmoid', 0.22031188)
('20; 1000; 64; 48; softmax; sigmoid; softmax', 0.22031188)
('20; 1000; 64; 48; relu; softmax; softmax', 0.22031188)
('30; 500; 64; 48; relu; sigmoid; relu', 0.22031188)
('30; 500; 64; 48; relu; softmax; sigmoid', 0.22031188)
('30; 500; 64; 48; relu; relu; relu', 0.22031188)
('30; 750; 64; 48; softmax; relu; sigmoid', 0.22031188)
('30; 750; 64; 48; relu; sigmoid; relu', 0.22031188)
('30; 750; 64; 48; relu; softmax; sigmoid', 0.22031188)
('30; 1000; 64; 48; relu; relu; relu', 0.22031188)
('10; 250; 64; 32; softmax; sigmoid; sigmoid', 0.22031188)
('10; 250; 64; 32; softmax; relu; sigmoid', 0.22031188)
('10; 250; 64; 32; relu; softmax; sigmoid', 0.22031188)
('10; 250; 64; 32; relu; softmax; softmax', 0.22031188)
('10; 500; 64; 32; sigmoid; relu; sigmoid', 0.22031188)
('10; 500; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('10; 500; 64; 32; softmax; relu; sigmoid', 0.22031188)
('10; 750; 64; 32; sigmoid; sigmoid; sigmoid', 0.22031188)
('10; 750; 64; 32; sigmoid; softmax; sigmoid', 0.22031188)
('10; 750; 64; 32; softmax; sigmoid; sigmoid', 0.22031188)
('10; 750; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('10; 750; 64; 32; relu; softmax; softmax', 0.22031188)
('10; 1000; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('10; 1000; 64; 32; softmax; relu; softmax', 0.22031188)
('10; 1000; 64; 32; relu; softmax; sigmoid', 0.22031188)
('10; 1000; 64; 32; relu; softmax; softmax', 0.22031188)
('20; 250; 64; 32; sigmoid; softmax; sigmoid', 0.22031188)
('20; 250; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('20; 250; 64; 32; relu; softmax; sigmoid', 0.22031188)
('20; 500; 64; 32; sigmoid; softmax; sigmoid', 0.22031188)
('20; 500; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('20; 750; 64; 32; softmax; sigmoid; relu', 0.22031188)
('20; 750; 64; 32; softmax; softmax; softmax', 0.22031188)
('20; 750; 64; 32; relu; softmax; sigmoid', 0.22031188)
('20; 750; 64; 32; relu; relu; relu', 0.22031188)
('20; 1000; 64; 32; softmax; sigmoid; sigmoid', 0.22031188)
('20; 1000; 64; 32; softmax; sigmoid; softmax', 0.22031188)
('20; 1000; 64; 32; softmax; softmax; relu', 0.22031188)
('20; 1000; 64; 32; softmax; relu; sigmoid', 0.22031188)
('20; 1000; 64; 32; softmax; relu; softmax', 0.22031188)
('30; 250; 64; 32; relu; relu; relu', 0.22031188)
('30; 500; 64; 32; sigmoid; sigmoid; relu', 0.22031188)
('30; 500; 64; 32; sigmoid; softmax; softmax', 0.22031188)
('30; 500; 64; 32; relu; sigmoid; relu', 0.22031188)
('30; 500; 64; 32; relu; softmax; sigmoid', 0.22031188)
('30; 750; 64; 32; sigmoid; relu; relu', 0.22031188)
('30; 750; 64; 32; relu; softmax; sigmoid', 0.22031188)
('30; 750; 64; 32; relu; softmax; softmax', 0.22031188)
('30; 1000; 64; 32; softmax; sigmoid; sigmoid', 0.22031188)
('30; 1000; 64; 32; softmax; softmax; sigmoid', 0.22031188)
('30; 1000; 64; 32; softmax; relu; sigmoid', 0.22031188)
('30; 1000; 64; 32; relu; softmax; sigmoid', 0.22031188)
('30; 1000; 64; 32; relu; relu; relu', 0.22031188)
('10; 250; 64; 16; sigmoid; softmax; sigmoid', 0.22031188)
('10; 500; 64; 16; sigmoid; sigmoid; softmax', 0.22031188)
('10; 500; 64; 16; softmax; sigmoid; sigmoid', 0.22031188)
('10; 500; 64; 16; softmax; relu; sigmoid', 0.22031188)
('10; 500; 64; 16; relu; softmax; sigmoid', 0.22031188)
('10; 750; 64; 16; sigmoid; sigmoid; sigmoid', 0.22031188)
('10; 750; 64; 16; sigmoid; softmax; softmax', 0.22031188)
('10; 750; 64; 16; softmax; sigmoid; sigmoid', 0.22031188)
('10; 750; 64; 16; softmax; relu; sigmoid', 0.22031188)
('10; 750; 64; 16; relu; sigmoid; relu', 0.22031188)
('10; 750; 64; 16; relu; softmax; relu', 0.22031188)
('10; 1000; 64; 16; sigmoid; relu; sigmoid', 0.22031188)
('10; 1000; 64; 16; softmax; softmax; softmax', 0.22031188)
('10; 1000; 64; 16; relu; softmax; softmax', 0.22031188)
('10; 1000; 64; 16; relu; softmax; relu', 0.22031188)
('10; 1000; 64; 16; relu; relu; relu', 0.22031188)
('20; 250; 64; 16; softmax; relu; sigmoid', 0.22031188)
('20; 500; 64; 16; sigmoid; sigmoid; sigmoid', 0.22031188)
('20; 750; 64; 16; softmax; sigmoid; sigmoid', 0.22031188)
('20; 750; 64; 16; softmax; sigmoid; softmax', 0.22031188)
('20; 750; 64; 16; softmax; softmax; sigmoid', 0.22031188)
('20; 750; 64; 16; softmax; relu; softmax', 0.22031188)
('20; 750; 64; 16; relu; sigmoid; sigmoid', 0.22031188)
('20; 750; 64; 16; relu; softmax; sigmoid', 0.22031188)
('20; 750; 64; 16; relu; softmax; softmax', 0.22031188)
('20; 1000; 64; 16; relu; sigmoid; sigmoid', 0.22031188)
('20; 1000; 64; 16; relu; softmax; sigmoid', 0.22031188)
('20; 1000; 64; 16; relu; softmax; softmax', 0.22031188)
('30; 250; 64; 16; relu; softmax; sigmoid', 0.22031188)
('30; 500; 64; 16; relu; softmax; softmax', 0.22031188)
('30; 750; 64; 16; softmax; sigmoid; sigmoid', 0.22031188)
('30; 750; 64; 16; softmax; softmax; sigmoid', 0.22031188)
('30; 750; 64; 16; softmax; relu; sigmoid', 0.22031188)
('30; 750; 64; 16; relu; softmax; softmax', 0.22031188)
('30; 1000; 64; 16; softmax; softmax; softmax', 0.22031188)
('30; 1000; 64; 16; relu; sigmoid; sigmoid', 0.22031188)
('10; 1000; 112; 16; relu; sigmoid; softmax', 0.22021191)
('20; 1000; 96; 16; softmax; softmax; softmax', 0.22021191)
('10; 1000; 64; 16; sigmoid; softmax; softmax', 0.22021191)
('20; 750; 80; 16; sigmoid; softmax; sigmoid', 0.220012)
('20; 1000; 64; 16; sigmoid; softmax; softmax', 0.220012)
('10; 750; 128; 16; sigmoid; softmax; softmax', 0.21991204)
('10; 250; 64; 64; sigmoid; softmax; softmax', 0.21991204)
('20; 1000; 80; 64; sigmoid; softmax; sigmoid', 0.21981208)
('20; 500; 112; 32; softmax; softmax; sigmoid', 0.21961215)
('20; 1000; 64; 16; sigmoid; sigmoid; sigmoid', 0.21961215)
('10; 1000; 96; 32; sigmoid; softmax; sigmoid', 0.21941224)
('30; 750; 96; 16; softmax; relu; sigmoid', 0.21931228)
('10; 1000; 64; 48; relu; sigmoid; relu', 0.21931228)
('20; 1000; 80; 16; softmax; softmax; sigmoid', 0.21911235)
('30; 1000; 112; 16; sigmoid; softmax; sigmoid', 0.2190124)
('20; 500; 96; 64; softmax; softmax; softmax', 0.21881248)
('20; 1000; 64; 16; sigmoid; sigmoid; softmax', 0.21771291)
('20; 500; 128; 16; relu; softmax; softmax', 0.217513)
('10; 1000; 64; 48; softmax; softmax; sigmoid', 0.21741304)
('30; 1000; 80; 64; sigmoid; softmax; relu', 0.21731308)
('10; 750; 80; 64; sigmoid; softmax; softmax', 0.21721311)
('10; 1000; 128; 48; sigmoid; softmax; softmax', 0.21621351)
('10; 750; 128; 32; softmax; sigmoid; relu', 0.21621351)
('10; 500; 128; 48; sigmoid; softmax; relu', 0.2160136)
('20; 1000; 80; 16; sigmoid; softmax; sigmoid', 0.2160136)
('20; 750; 128; 48; softmax; softmax; sigmoid', 0.21591364)
('10; 500; 128; 32; softmax; softmax; softmax', 0.21521391)
('10; 1000; 64; 32; softmax; sigmoid; sigmoid', 0.21471411)
('30; 500; 64; 16; relu; sigmoid; sigmoid', 0.2145142)
('10; 1000; 80; 48; sigmoid; sigmoid; sigmoid', 0.21421431)
('10; 750; 112; 48; softmax; softmax; relu', 0.2140144)
('30; 750; 112; 32; relu; softmax; sigmoid', 0.2140144)
('10; 1000; 80; 16; relu; sigmoid; softmax', 0.2140144)
('10; 750; 80; 48; relu; sigmoid; sigmoid', 0.21341464)
('20; 1000; 96; 64; relu; relu; relu', 0.21291484)
('30; 500; 128; 32; sigmoid; softmax; sigmoid', 0.21121551)
('20; 1000; 112; 32; relu; sigmoid; relu', 0.21031587)
('20; 500; 80; 64; relu; softmax; sigmoid', 0.20931627)
('10; 1000; 96; 32; softmax; softmax; relu', 0.2090164)
('20; 1000; 64; 32; relu; relu; relu', 0.207517)
('30; 500; 96; 64; softmax; sigmoid; softmax', 0.20671731)
('10; 750; 96; 16; softmax; softmax; softmax', 0.20571771)
('20; 750; 96; 16; softmax; softmax; sigmoid', 0.20561776)
('10; 750; 112; 64; sigmoid; sigmoid; relu', 0.20481807)
('20; 1000; 64; 16; softmax; relu; softmax', 0.20311876)
('10; 750; 112; 64; sigmoid; relu; relu', 0.2030188)
('10; 750; 80; 32; sigmoid; relu; sigmoid', 0.20281887)
('10; 250; 128; 16; relu; relu; softmax', 0.20071971)
('10; 750; 112; 16; sigmoid; softmax; relu', 0.20001999)
('30; 750; 64; 64; softmax; sigmoid; sigmoid', 0.19792083)
('30; 250; 80; 32; softmax; relu; relu', 0.19752099)
('10; 1000; 96; 16; relu; sigmoid; softmax', 0.19632147)
('10; 1000; 64; 32; sigmoid; relu; sigmoid', 0.19102359)
('20; 1000; 96; 48; softmax; softmax; sigmoid', 0.19082367)
('10; 500; 112; 16; softmax; relu; softmax', 0.18932427)
('30; 750; 64; 32; relu; relu; relu', 0.18922432)
('20; 500; 80; 64; relu; relu; relu', 0.18892443)
('20; 500; 96; 48; relu; relu; relu', 0.18862455)
('20; 500; 128; 48; relu; softmax; softmax', 0.1872251)
('20; 750; 80; 48; sigmoid; softmax; sigmoid', 0.18712515)
('10; 1000; 96; 16; relu; relu; relu', 0.18632548)
('10; 250; 64; 16; relu; softmax; softmax', 0.18562575)
('10; 500; 128; 64; sigmoid; softmax; sigmoid', 0.18552579)
('30; 250; 96; 32; sigmoid; sigmoid; relu', 0.18502599)
('10; 1000; 64; 16; relu; sigmoid; relu', 0.18492603)
('10; 1000; 96; 16; sigmoid; sigmoid; sigmoid', 0.18482608)
('10; 250; 128; 64; relu; relu; relu', 0.1847261)
('10; 750; 128; 64; relu; softmax; softmax', 0.1847261)
('10; 750; 128; 64; relu; softmax; relu', 0.1847261)
('20; 500; 128; 64; relu; relu; sigmoid', 0.1847261)
('20; 750; 128; 64; relu; relu; sigmoid', 0.1847261)
('20; 1000; 128; 64; relu; softmax; sigmoid', 0.1847261)
('20; 1000; 128; 64; relu; softmax; softmax', 0.1847261)
('30; 500; 128; 64; sigmoid; relu; relu', 0.1847261)
('30; 1000; 128; 64; relu; relu; relu', 0.1847261)
('10; 250; 128; 48; relu; relu; sigmoid', 0.1847261)
('10; 500; 128; 48; sigmoid; softmax; sigmoid', 0.1847261)
('10; 500; 128; 48; sigmoid; relu; relu', 0.1847261)
('10; 500; 128; 48; relu; relu; sigmoid', 0.1847261)
('10; 750; 128; 48; relu; softmax; softmax', 0.1847261)
('10; 1000; 128; 48; relu; sigmoid; relu', 0.1847261)
('10; 1000; 128; 48; relu; softmax; sigmoid', 0.1847261)
('20; 250; 128; 48; relu; relu; sigmoid', 0.1847261)
('30; 500; 128; 48; relu; softmax; sigmoid', 0.1847261)
('10; 250; 128; 32; sigmoid; sigmoid; relu', 0.1847261)
('10; 500; 128; 32; relu; softmax; sigmoid', 0.1847261)
('10; 750; 128; 32; relu; relu; sigmoid', 0.1847261)
('10; 1000; 128; 32; relu; relu; sigmoid', 0.1847261)
('20; 250; 128; 32; relu; softmax; sigmoid', 0.1847261)
('20; 500; 128; 32; relu; softmax; sigmoid', 0.1847261)
('20; 500; 128; 32; relu; relu; sigmoid', 0.1847261)
('20; 1000; 128; 32; relu; softmax; sigmoid', 0.1847261)
('20; 1000; 128; 32; relu; softmax; softmax', 0.1847261)
('30; 750; 128; 32; relu; relu; sigmoid', 0.1847261)
('30; 1000; 128; 32; relu; softmax; sigmoid', 0.1847261)
('10; 250; 128; 16; sigmoid; sigmoid; relu', 0.1847261)
('10; 500; 128; 16; softmax; relu; sigmoid', 0.1847261)
('10; 500; 128; 16; relu; softmax; sigmoid', 0.1847261)
('10; 750; 128; 16; softmax; sigmoid; sigmoid', 0.1847261)
('10; 750; 128; 16; softmax; softmax; sigmoid', 0.1847261)
('10; 750; 128; 16; softmax; softmax; softmax', 0.1847261)
('10; 750; 128; 16; relu; softmax; sigmoid', 0.1847261)
('10; 750; 128; 16; relu; relu; sigmoid', 0.1847261)
('20; 500; 128; 16; relu; relu; sigmoid', 0.1847261)
('20; 750; 128; 16; softmax; softmax; sigmoid', 0.1847261)
('30; 500; 128; 16; relu; relu; relu', 0.1847261)
('30; 1000; 128; 16; relu; relu; sigmoid', 0.1847261)
('10; 750; 112; 64; relu; softmax; softmax', 0.1847261)
('10; 1000; 112; 64; relu; softmax; sigmoid', 0.1847261)
('10; 1000; 112; 64; relu; relu; relu', 0.1847261)
('20; 750; 112; 64; relu; relu; sigmoid', 0.1847261)
('20; 1000; 112; 64; sigmoid; relu; relu', 0.1847261)
('30; 500; 112; 64; softmax; sigmoid; relu', 0.1847261)
('30; 1000; 112; 64; relu; softmax; softmax', 0.1847261)
('10; 500; 112; 48; relu; softmax; sigmoid', 0.1847261)
('10; 500; 112; 48; relu; softmax; softmax', 0.1847261)
('10; 750; 112; 48; softmax; relu; sigmoid', 0.1847261)
('10; 1000; 112; 48; softmax; relu; softmax', 0.1847261)
('10; 1000; 112; 48; relu; sigmoid; sigmoid', 0.1847261)
('10; 1000; 112; 48; relu; softmax; sigmoid', 0.1847261)
('20; 250; 112; 48; relu; sigmoid; relu', 0.1847261)
('20; 750; 112; 48; relu; softmax; sigmoid', 0.1847261)
('20; 1000; 112; 48; relu; softmax; sigmoid', 0.1847261)
('30; 1000; 112; 48; softmax; relu; relu', 0.1847261)
('10; 750; 112; 32; relu; softmax; sigmoid', 0.1847261)
('10; 750; 112; 32; relu; relu; sigmoid', 0.1847261)
('10; 1000; 112; 32; sigmoid; softmax; sigmoid', 0.1847261)
('10; 1000; 112; 32; softmax; softmax; sigmoid', 0.1847261)
('10; 1000; 112; 32; relu; softmax; softmax', 0.1847261)
('10; 1000; 112; 32; relu; softmax; relu', 0.1847261)
('10; 1000; 112; 32; relu; relu; sigmoid', 0.1847261)
('20; 500; 112; 32; sigmoid; relu; relu', 0.1847261)
('20; 750; 112; 32; sigmoid; relu; relu', 0.1847261)
('30; 750; 112; 32; relu; softmax; softmax', 0.1847261)
('10; 250; 112; 16; relu; relu; sigmoid', 0.1847261)
('10; 500; 112; 16; relu; softmax; sigmoid', 0.1847261)
('10; 750; 112; 16; sigmoid; relu; relu', 0.1847261)
('10; 750; 112; 16; relu; relu; sigmoid', 0.1847261)
('10; 750; 112; 16; relu; relu; relu', 0.1847261)
('10; 1000; 112; 16; softmax; sigmoid; sigmoid', 0.1847261)
('10; 1000; 112; 16; relu; sigmoid; sigmoid', 0.1847261)
('20; 250; 112; 16; sigmoid; relu; relu', 0.1847261)
('20; 500; 112; 16; relu; relu; relu', 0.1847261)
('20; 750; 112; 16; softmax; sigmoid; sigmoid', 0.1847261)
('20; 750; 112; 16; softmax; sigmoid; relu', 0.1847261)
('20; 750; 112; 16; relu; softmax; sigmoid', 0.1847261)
('20; 1000; 112; 16; sigmoid; softmax; sigmoid', 0.1847261)
('30; 750; 112; 16; relu; softmax; sigmoid', 0.1847261)
('30; 1000; 112; 16; softmax; softmax; sigmoid', 0.1847261)
('10; 250; 96; 64; relu; softmax; softmax', 0.1847261)
('10; 500; 96; 64; relu; softmax; sigmoid', 0.1847261)
('10; 500; 96; 64; relu; relu; sigmoid', 0.1847261)
('10; 750; 96; 64; softmax; relu; sigmoid', 0.1847261)
('10; 1000; 96; 64; relu; relu; sigmoid', 0.1847261)
('20; 750; 96; 64; relu; softmax; sigmoid', 0.1847261)
('20; 750; 96; 64; relu; relu; sigmoid', 0.1847261)
('30; 500; 96; 64; relu; relu; sigmoid', 0.1847261)
('30; 750; 96; 64; relu; softmax; sigmoid', 0.1847261)
('30; 750; 96; 64; relu; relu; sigmoid', 0.1847261)
('30; 1000; 96; 64; relu; softmax; sigmoid', 0.1847261)
('30; 1000; 96; 64; relu; relu; relu', 0.1847261)
('10; 250; 96; 48; relu; softmax; sigmoid', 0.1847261)
('10; 750; 96; 48; softmax; softmax; softmax', 0.1847261)
('10; 750; 96; 48; relu; softmax; softmax', 0.1847261)
('10; 1000; 96; 48; softmax; softmax; sigmoid', 0.1847261)
('20; 750; 96; 48; relu; softmax; sigmoid', 0.1847261)
('30; 500; 96; 48; relu; relu; sigmoid', 0.1847261)
('30; 750; 96; 48; relu; relu; sigmoid', 0.1847261)
('30; 1000; 96; 48; relu; relu; relu', 0.1847261)
('10; 250; 96; 32; relu; softmax; sigmoid', 0.1847261)
('10; 500; 96; 32; relu; softmax; sigmoid', 0.1847261)
('10; 750; 96; 32; softmax; sigmoid; sigmoid', 0.1847261)
('10; 750; 96; 32; softmax; softmax; sigmoid', 0.1847261)
('10; 1000; 96; 32; relu; softmax; softmax', 0.1847261)
('20; 500; 96; 32; sigmoid; relu; relu', 0.1847261)
('20; 1000; 96; 32; sigmoid; relu; relu', 0.1847261)
('20; 1000; 96; 32; relu; relu; sigmoid', 0.1847261)
('30; 1000; 96; 32; softmax; softmax; sigmoid', 0.1847261)
('10; 500; 96; 16; sigmoid; relu; relu', 0.1847261)
('10; 500; 96; 16; softmax; relu; sigmoid', 0.1847261)
('10; 750; 96; 16; relu; softmax; sigmoid', 0.1847261)
('10; 1000; 96; 16; relu; sigmoid; relu', 0.1847261)
('20; 250; 96; 16; relu; relu; sigmoid', 0.1847261)
('20; 750; 96; 16; sigmoid; relu; relu', 0.1847261)
('20; 750; 96; 16; relu; relu; sigmoid', 0.1847261)
('20; 1000; 96; 16; relu; relu; sigmoid', 0.1847261)
('30; 750; 96; 16; softmax; softmax; sigmoid', 0.1847261)
('10; 750; 80; 64; relu; relu; relu', 0.1847261)
('10; 1000; 80; 64; relu; softmax; softmax', 0.1847261)
('20; 500; 80; 64; relu; relu; sigmoid', 0.1847261)
('20; 750; 80; 64; relu; relu; relu', 0.1847261)
('30; 1000; 80; 64; relu; relu; sigmoid', 0.1847261)
('30; 1000; 80; 64; relu; relu; relu', 0.1847261)
('10; 250; 80; 48; relu; relu; sigmoid', 0.1847261)
('10; 750; 80; 48; softmax; softmax; softmax', 0.1847261)
('10; 1000; 80; 48; softmax; softmax; sigmoid', 0.1847261)
('10; 1000; 80; 48; relu; softmax; sigmoid', 0.1847261)
('20; 250; 80; 48; relu; relu; sigmoid', 0.1847261)
('20; 1000; 80; 48; relu; relu; sigmoid', 0.1847261)
('20; 1000; 80; 48; relu; relu; relu', 0.1847261)
('10; 250; 80; 32; relu; relu; sigmoid', 0.1847261)
('10; 750; 80; 32; sigmoid; sigmoid; relu', 0.1847261)
('10; 750; 80; 32; relu; softmax; relu', 0.1847261)
('10; 1000; 80; 32; relu; softmax; softmax', 0.1847261)
('20; 500; 80; 32; softmax; softmax; sigmoid', 0.1847261)
('20; 750; 80; 32; relu; softmax; sigmoid', 0.1847261)
('30; 250; 80; 32; relu; relu; sigmoid', 0.1847261)
('30; 1000; 80; 32; relu; softmax; sigmoid', 0.1847261)
('10; 250; 80; 16; softmax; sigmoid; relu', 0.1847261)
('10; 250; 80; 16; relu; relu; relu', 0.1847261)
('10; 500; 80; 16; softmax; softmax; softmax', 0.1847261)
('10; 750; 80; 16; softmax; sigmoid; sigmoid', 0.1847261)
('10; 750; 80; 16; relu; softmax; softmax', 0.1847261)
('10; 750; 80; 16; relu; softmax; relu', 0.1847261)
('10; 750; 80; 16; relu; relu; relu', 0.1847261)
('10; 1000; 80; 16; softmax; sigmoid; softmax', 0.1847261)
('20; 750; 80; 16; relu; softmax; softmax', 0.1847261)
('20; 1000; 80; 16; softmax; sigmoid; relu', 0.1847261)
('20; 1000; 80; 16; softmax; relu; sigmoid', 0.1847261)
('30; 750; 80; 16; relu; sigmoid; relu', 0.1847261)
('30; 1000; 80; 16; relu; softmax; softmax', 0.1847261)
('10; 250; 64; 64; relu; softmax; sigmoid', 0.1847261)
('10; 250; 64; 64; relu; relu; sigmoid', 0.1847261)
('10; 500; 64; 64; sigmoid; softmax; sigmoid', 0.1847261)
('10; 500; 64; 64; relu; softmax; sigmoid', 0.1847261)
('10; 750; 64; 64; softmax; softmax; softmax', 0.1847261)
('10; 1000; 64; 64; softmax; softmax; sigmoid', 0.1847261)
('20; 750; 64; 64; relu; softmax; sigmoid', 0.1847261)
('20; 1000; 64; 64; relu; softmax; softmax', 0.1847261)
('20; 1000; 64; 64; relu; relu; sigmoid', 0.1847261)
('30; 500; 64; 64; sigmoid; sigmoid; relu', 0.1847261)
('30; 750; 64; 64; relu; relu; relu', 0.1847261)
('10; 500; 64; 48; relu; softmax; softmax', 0.1847261)
('10; 750; 64; 48; relu; softmax; relu', 0.1847261)
('10; 1000; 64; 48; relu; softmax; sigmoid', 0.1847261)
('10; 1000; 64; 48; relu; relu; sigmoid', 0.1847261)
('20; 500; 64; 48; relu; relu; sigmoid', 0.1847261)
('30; 250; 64; 48; relu; relu; sigmoid', 0.1847261)
('30; 1000; 64; 48; relu; relu; sigmoid', 0.1847261)
('10; 500; 64; 32; relu; softmax; sigmoid', 0.1847261)
('10; 750; 64; 32; softmax; relu; softmax', 0.1847261)
('10; 750; 64; 32; relu; softmax; relu', 0.1847261)
('10; 750; 64; 32; relu; relu; sigmoid', 0.1847261)
('20; 500; 64; 32; relu; softmax; sigmoid', 0.1847261)
('20; 500; 64; 32; relu; relu; sigmoid', 0.1847261)
('20; 750; 64; 32; softmax; relu; relu', 0.1847261)
('20; 1000; 64; 32; relu; softmax; softmax', 0.1847261)
('30; 500; 64; 32; sigmoid; relu; relu', 0.1847261)
('10; 500; 64; 16; softmax; softmax; sigmoid', 0.1847261)
('10; 1000; 64; 16; sigmoid; sigmoid; sigmoid', 0.1847261)
('10; 1000; 64; 16; relu; softmax; sigmoid', 0.1847261)
